hour,day_of_week,is_weekend,road_type,weather,temperature,precipitation,vehicle_count,free_flow_speed,avg_speed,delay_min,risk_score,congestion_level
2,0,0,Arterial,Clear,17.4,0.0,301,58.3,55.6,1.4,10,LOW
12,0,0,Urban,Fog,34.0,0.28,702,44.1,15.8,21.7,73,HIGH
16,6,1,Arterial,Clear,15.2,0.0,831,55.2,30.2,4.3,47,MEDIUM
21,2,0,Urban,Rain,30.8,6.12,208,39.3,33.1,2.1,34,LOW
21,4,0,Urban,Clear,45.8,0.0,260,45.2,39.4,3.1,33,LOW
9,1,0,Urban,Rain,31.7,0.71,582,36.5,20.1,4.1,46,MEDIUM
20,4,0,Arterial,Clear,23.1,0.0,1112,62.4,17.3,21.3,90,HIGH
11,2,0,Arterial,Clear,24.8,0.0,626,62.0,47.3,1.6,37,LOW
14,0,0,Highway,Clear,30.6,0.0,998,80.4,59.7,7.7,56,MEDIUM
20,2,0,Arterial,Clear,27.9,0.0,1661,57.5,8.3,27.7,70,HIGH
9,3,0,Highway,Rain,33.3,4.87,1720,101.9,33.2,13.9,88,HIGH
13,3,0,Highway,Clear,38.2,0.0,1189,91.1,58.4,8.5,50,MEDIUM
12,6,1,Highway,Clear,37.2,0.0,1279,91.9,58.7,6.1,64,MEDIUM
4,4,0,Urban,Storm,19.9,16.31,232,40.7,23.2,5.2,42,MEDIUM
5,4,0,Urban,Clear,28.1,0.0,167,46.1,46.1,0.5,21,LOW
23,1,0,Arterial,Storm,31.4,14.82,199,56.1,38.6,7.8,66,MEDIUM
1,6,1,Arterial,Clear,38.6,0.0,327,57.3,51.6,0.0,14,LOW
21,1,0,Arterial,Fog,30.5,0.25,415,59.6,42.5,4.4,41,MEDIUM
16,3,0,Arterial,Clear,23.2,0.0,953,62.2,30.0,23.9,76,HIGH
3,0,0,Arterial,Clear,31.0,0.0,202,60.6,59.5,0.0,23,LOW
13,2,0,Arterial,Clear,40.7,0.0,916,60.7,30.7,8.8,65,MEDIUM
9,1,0,Arterial,Clear,26.2,0.0,1330,57.8,11.7,25.8,95,HIGH
2,5,1,Arterial,Clear,23.1,0.0,498,62.4,55.1,1.1,27,LOW
2,1,0,Arterial,Clear,27.8,0.0,380,52.4,45.5,1.1,16,LOW
14,0,0,Arterial,Storm,23.4,7.03,760,57.8,22.3,25.2,90,HIGH
5,0,0,Urban,Storm,33.8,7.02,255,37.5,20.0,9.4,51,MEDIUM
16,4,0,Highway,Storm,23.5,15.24,1492,84.5,25.9,18.4,83,HIGH
11,2,0,Highway,Storm,37.0,8.89,761,81.1,47.6,6.1,51,MEDIUM
21,0,0,Arterial,Rain,31.5,1.45,509,60.9,47.9,0.0,17,LOW
19,6,1,Highway,Storm,32.9,11.82,1879,92.1,8.0,28.1,74,HIGH
23,1,0,Arterial,Fog,32.8,0.42,300,61.7,48.0,0.5,21,LOW
10,1,0,Highway,Clear,34.0,0.0,1788,94.7,25.5,27.8,90,HIGH
3,3,0,Arterial,Rain,25.8,0.22,213,64.5,55.5,1.3,17,LOW
5,0,0,Highway,Fog,21.2,0.49,623,79.8,57.2,7.0,67,MEDIUM
0,5,1,Arterial,Rain,24.7,0.36,543,62.5,47.6,0.4,35,LOW
19,4,0,Arterial,Clear,34.5,0.0,1444,60.7,9.3,20.2,77,HIGH
22,2,0,Highway,Clear,15.6,0.0,618,90.9,76.6,2.6,9,LOW
15,5,1,Urban,Rain,14.0,2.51,565,39.6,20.1,4.1,61,MEDIUM
14,4,0,Highway,Fog,29.6,0.28,903,87.2,53.3,8.5,53,MEDIUM
16,1,0,Urban,Clear,33.9,0.0,392,41.6,33.8,1.2,17,LOW
7,5,1,Urban,Clear,34.9,0.0,177,37.1,35.8,2.1,27,LOW
11,4,0,Highway,Clear,21.3,0.0,916,95.5,74.8,2.2,23,LOW
21,1,0,Urban,Clear,19.7,0.0,222,38.5,38.0,1.2,12,LOW
20,1,0,Urban,Clear,23.2,0.0,956,33.9,8.0,27.1,90,HIGH
9,1,0,Urban,Clear,25.3,0.0,892,40.3,8.0,12.4,82,HIGH
14,1,0,Arterial,Storm,25.7,3.49,1132,55.3,8.0,31.2,84,HIGH
8,6,1,Highway,Clear,28.8,0.0,351,84.0,81.8,1.4,19,LOW
1,1,0,Urban,Clear,37.8,0.0,157,42.1,38.9,1.9,36,LOW
4,3,0,Highway,Fog,27.6,0.46,395,94.7,69.7,8.7,51,MEDIUM
5,5,1,Highway,Clear,34.6,0.0,441,89.5,85.0,0.8,31,LOW
6,4,0,Highway,Clear,32.6,0.0,528,79.9,72.1,0.0,22,LOW
20,3,0,Highway,Clear,23.0,0.0,1775,92.7,22.9,25.0,71,HIGH
0,6,1,Arterial,Clear,32.5,0.0,138,58.7,57.6,0.9,28,LOW
22,3,0,Arterial,Rain,32.0,2.23,305,65.5,55.4,0.8,14,LOW
6,0,0,Urban,Fog,28.0,0.07,203,45.9,30.2,4.2,56,MEDIUM
19,0,0,Highway,Clear,29.2,0.0,1442,82.5,45.7,5.2,44,MEDIUM
11,0,0,Urban,Clear,27.6,0.0,470,47.4,33.7,7.6,56,MEDIUM
15,2,0,Urban,Clear,20.4,0.0,509,35.3,28.1,2.0,30,LOW
15,0,0,Highway,Rain,44.6,4.35,1103,87.3,52.5,7.9,40,MEDIUM
10,4,0,Arterial,Rain,35.4,3.81,1129,64.1,17.6,19.8,82,HIGH
20,3,0,Urban,Clear,31.7,0.0,1107,37.8,8.0,17.6,92,HIGH
3,4,0,Arterial,Clear,25.2,0.0,177,56.7,56.7,0.7,32,LOW
12,5,1,Urban,Fog,27.4,0.48,610,34.9,14.2,12.2,70,HIGH
6,0,0,Arterial,Fog,19.8,0.22,307,54.7,38.8,5.3,56,MEDIUM
3,6,1,Arterial,Clear,31.3,0.0,474,56.7,51.2,0.8,36,LOW
14,2,0,Highway,Rain,30.4,1.09,1294,93.9,42.0,19.2,81,HIGH
18,5,1,Arterial,Clear,26.6,0.0,922,66.7,35.8,9.3,66,MEDIUM
8,6,1,Highway,Clear,28.2,0.0,498,86.2,77.1,2.6,9,LOW
10,2,0,Arterial,Clear,25.9,0.0,1256,58.4,11.6,13.3,86,HIGH
7,5,1,Urban,Clear,24.5,0.0,176,37.0,37.0,2.4,32,LOW
0,3,0,Arterial,Clear,22.6,0.0,426,53.9,47.2,2.0,25,LOW
22,4,0,Urban,Clear,20.9,0.0,323,35.4,32.1,1.8,26,LOW
23,1,0,Arterial,Clear,23.1,0.0,422,54.9,48.0,0.8,17,LOW
7,4,0,Arterial,Clear,23.6,0.0,336,59.8,59.6,0.2,13,LOW
12,0,0,Arterial,Clear,35.6,0.0,770,57.5,39.1,8.3,51,MEDIUM
21,6,1,Urban,Clear,23.7,0.0,295,38.9,34.1,2.9,11,LOW
3,1,0,Arterial,Rain,13.8,0.22,465,61.6,42.3,7.0,65,MEDIUM
7,2,0,Highway,Clear,30.0,0.0,830,89.5,71.5,1.4,13,LOW
2,3,0,Urban,Clear,32.4,0.0,185,36.5,33.1,2.3,33,LOW
8,3,0,Arterial,Storm,34.8,15.21,1390,63.8,8.0,17.3,70,HIGH
1,2,0,Highway,Clear,29.2,0.0,536,79.9,75.4,1.5,20,LOW
1,0,0,Arterial,Clear,20.0,0.0,320,56.9,54.9,1.5,20,LOW
12,2,0,Urban,Clear,22.4,0.0,665,45.2,22.0,21.6,90,HIGH
14,5,1,Arterial,Fog,32.2,0.31,1062,61.4,22.5,31.4,91,HIGH
22,6,1,Arterial,Rain,38.2,12.59,417,52.8,40.1,0.0,20,LOW
11,6,1,Urban,Clear,20.0,0.0,283,35.3,28.5,0.1,14,LOW
3,0,0,Urban,Clear,29.5,0.0,316,39.0,34.0,2.4,18,LOW
7,1,0,Arterial,Clear,24.1,0.0,215,58.1,57.1,1.0,16,LOW
8,2,0,Highway,Storm,22.2,14.45,2529,93.5,8.0,14.3,76,HIGH
22,0,0,Highway,Clear,28.2,0.0,813,95.7,80.9,0.0,29,LOW
4,6,1,Arterial,Rain,27.1,9.47,196,57.9,47.5,2.2,35,LOW
23,1,0,Urban,Clear,13.8,0.0,170,39.7,35.6,1.7,13,LOW
19,2,0,Highway,Clear,29.4,0.0,1842,84.8,18.6,21.5,81,HIGH
17,3,0,Arterial,Storm,30.3,49.77,1530,59.4,8.0,28.7,79,HIGH
10,2,0,Highway,Rain,33.2,1.96,2400,84.9,10.7,32.0,85,HIGH
14,4,0,Arterial,Clear,24.0,0.0,832,60.1,39.0,4.0,44,MEDIUM
21,2,0,Highway,Clear,16.9,0.0,460,86.9,82.1,1.2,33,LOW
8,4,0,Highway,Clear,25.1,0.0,2467,93.1,17.8,22.5,95,HIGH
16,1,0,Highway,Clear,32.9,0.0,1299,95.2,56.3,5.9,52,MEDIUM
11,2,0,Arterial,Clear,27.5,0.0,865,65.2,39.5,6.1,64,MEDIUM
6,1,0,Arterial,Clear,33.9,0.0,272,60.1,56.6,0.7,10,LOW
9,1,0,Highway,Clear,18.9,0.0,2105,93.0,11.8,32.7,81,HIGH
9,6,1,Urban,Clear,33.7,0.0,199,38.5,36.8,0.5,33,LOW
12,0,0,Highway,Clear,29.7,0.0,836,85.8,64.6,0.6,24,LOW
18,1,0,Arterial,Clear,25.5,0.0,1494,54.5,10.6,12.9,82,HIGH
10,1,0,Urban,Clear,35.5,0.0,756,41.1,12.7,34.7,78,HIGH
12,6,1,Arterial,Rain,29.7,0.57,1122,51.8,16.1,19.5,94,HIGH
20,6,1,Arterial,Clear,21.1,0.0,332,63.5,57.7,1.7,31,LOW
7,2,0,Highway,Clear,34.9,0.0,461,88.2,83.2,0.5,24,LOW
7,6,1,Urban,Clear,26.3,0.0,310,39.1,33.3,1.5,27,LOW
3,2,0,Arterial,Clear,28.3,0.0,301,62.7,58.6,0.6,20,LOW
14,3,0,Urban,Clear,22.0,0.0,603,34.5,15.9,32.3,71,HIGH
10,6,1,Highway,Clear,27.6,0.0,535,88.9,83.1,0.8,17,LOW
10,0,0,Arterial,Clear,21.4,0.0,1491,66.3,12.2,22.6,89,HIGH
0,1,0,Urban,Fog,26.8,0.1,186,39.1,27.8,4.7,57,MEDIUM
16,0,0,Urban,Storm,28.2,5.83,686,36.0,10.0,32.7,85,HIGH
14,4,0,Highway,Clear,32.2,0.0,1502,88.3,35.5,33.0,83,HIGH
19,6,1,Urban,Clear,18.2,0.0,429,43.9,33.5,1.7,24,LOW
5,1,0,Highway,Clear,35.0,0.0,533,86.2,79.3,0.7,22,LOW
23,0,0,Arterial,Clear,35.2,0.0,274,53.8,53.8,0.5,33,LOW
21,6,1,Highway,Clear,26.7,0.0,783,87.7,69.2,0.6,18,LOW
14,6,1,Arterial,Clear,28.9,0.0,1260,54.4,9.1,30.2,81,HIGH
8,3,0,Arterial,Clear,30.1,0.0,1176,51.0,16.2,30.0,96,HIGH
13,3,0,Highway,Fog,28.6,0.25,921,93.8,56.5,5.4,61,MEDIUM
17,1,0,Highway,Clear,32.2,0.0,2217,95.2,13.4,18.9,96,HIGH
16,4,0,Highway,Clear,25.3,0.0,948,92.1,67.7,9.9,42,MEDIUM
17,3,0,Urban,Rain,22.7,0.46,746,42.7,11.6,22.0,81,HIGH
4,3,0,Urban,Clear,31.0,0.0,243,38.8,37.9,1.8,12,LOW
19,4,0,Urban,Clear,17.3,0.0,867,44.1,8.0,24.7,79,HIGH
19,0,0,Highway,Clear,32.3,0.0,2087,86.9,13.2,31.9,71,HIGH
8,3,0,Arterial,Clear,33.1,0.0,1003,60.0,26.2,20.9,89,HIGH
10,2,0,Arterial,Clear,22.5,0.0,1458,56.6,11.5,29.2,91,HIGH
23,5,1,Urban,Clear,38.0,0.0,209,35.8,32.1,0.7,29,LOW
21,5,1,Arterial,Clear,25.5,0.0,175,57.5,55.4,0.6,10,LOW
0,3,0,Urban,Clear,24.9,0.0,208,46.7,44.5,0.0,8,LOW
17,0,0,Urban,Storm,23.4,5.59,930,44.6,8.0,24.2,92,HIGH
5,6,1,Urban,Clear,31.1,0.0,303,42.3,39.1,0.8,12,LOW
1,0,0,Highway,Clear,25.3,0.0,767,87.9,73.3,2.4,15,LOW
14,1,0,Highway,Storm,17.9,5.68,1189,87.7,39.5,22.9,74,HIGH
20,2,0,Arterial,Clear,30.4,0.0,1538,66.9,9.1,12.2,86,HIGH
13,0,0,Arterial,Clear,26.0,0.0,979,60.1,31.2,9.0,55,MEDIUM
4,4,0,Highway,Clear,35.6,0.0,530,94.0,87.9,1.7,15,LOW
5,2,0,Highway,Clear,30.2,0.0,430,87.2,80.2,1.1,27,LOW
5,5,1,Urban,Clear,29.9,0.0,219,39.1,38.3,1.4,30,LOW
21,2,0,Arterial,Clear,35.1,0.0,360,63.1,57.8,2.2,22,LOW
17,4,0,Highway,Storm,29.1,2.04,1597,86.3,20.6,25.4,77,HIGH
13,3,0,Arterial,Clear,33.5,0.0,785,61.4,41.4,9.7,51,MEDIUM
9,4,0,Arterial,Clear,23.5,0.0,1632,57.2,8.0,15.0,97,HIGH
13,4,0,Urban,Clear,39.5,0.0,444,41.5,33.4,0.8,12,LOW
12,3,0,Highway,Clear,29.9,0.0,991,86.3,63.5,7.2,47,MEDIUM
2,3,0,Arterial,Clear,19.6,0.0,347,67.0,57.4,3.0,31,LOW
5,3,0,Arterial,Clear,29.0,0.0,363,59.7,53.4,1.4,37,LOW
7,3,0,Highway,Clear,29.3,0.0,545,93.9,82.2,1.4,33,LOW
11,3,0,Urban,Clear,28.9,0.0,394,39.9,29.8,4.8,41,MEDIUM
12,4,0,Arterial,Storm,11.9,6.37,583,58.0,29.8,4.6,52,MEDIUM
10,1,0,Highway,Rain,24.2,0.43,1549,92.9,34.9,27.8,74,HIGH
11,1,0,Arterial,Clear,18.3,0.0,772,64.6,41.1,4.1,49,MEDIUM
0,0,0,Highway,Rain,18.4,1.97,570,82.8,69.3,0.8,35,LOW
16,1,0,Highway,Clear,29.2,0.0,1396,90.7,46.7,7.3,55,MEDIUM
15,5,1,Urban,Rain,24.1,0.77,545,39.7,22.4,4.4,53,MEDIUM
10,1,0,Highway,Clear,25.5,0.0,1844,91.0,20.7,30.1,95,HIGH
12,4,0,Urban,Clear,21.7,0.0,467,44.1,30.9,4.0,44,MEDIUM
17,3,0,Arterial,Rain,37.7,6.04,1336,63.3,11.3,15.3,74,HIGH
10,3,0,Highway,Clear,28.3,0.0,1648,95.8,33.5,22.3,87,HIGH
11,6,1,Highway,Rain,17.3,0.29,314,91.3,79.5,1.4,26,LOW
5,6,1,Arterial,Clear,32.5,0.0,186,58.3,58.3,2.5,23,LOW
8,6,1,Arterial,Clear,25.6,0.0,287,50.3,47.6,0.5,11,LOW
15,4,0,Highway,Clear,36.4,0.0,1158,97.1,65.4,9.8,58,MEDIUM
3,5,1,Highway,Fog,27.9,0.43,969,77.5,45.6,5.7,49,MEDIUM
2,1,0,Urban,Clear,23.1,0.0,259,44.8,40.7,1.0,24,LOW
15,4,0,Highway,Clear,24.2,0.0,1050,93.7,67.3,8.0,43,MEDIUM
23,0,0,Urban,Rain,25.2,3.04,173,45.9,40.2,0.7,31,LOW
11,3,0,Arterial,Fog,31.4,0.23,978,61.1,23.5,13.4,77,HIGH
10,6,1,Arterial,Rain,22.5,2.79,350,62.0,50.6,0.0,19,LOW
4,2,0,Highway,Clear,36.7,0.0,336,89.1,86.1,0.7,32,LOW
17,0,0,Highway,Fog,30.6,0.19,1477,90.4,35.6,24.6,86,HIGH
18,6,1,Urban,Rain,29.6,0.48,727,37.8,11.7,24.2,78,HIGH
22,5,1,Highway,Rain,28.5,5.08,751,89.4,65.6,6.6,46,MEDIUM
22,0,0,Highway,Clear,27.9,0.0,757,85.8,72.5,0.9,32,LOW
5,4,0,Arterial,Clear,19.1,0.0,432,60.2,53.6,1.6,31,LOW
21,1,0,Highway,Clear,30.0,0.0,511,89.9,86.1,0.5,16,LOW
17,3,0,Arterial,Clear,41.5,0.0,1800,59.9,9.4,34.8,89,HIGH
5,5,1,Urban,Clear,32.8,0.0,131,39.7,35.5,1.9,9,LOW
3,5,1,Arterial,Clear,31.1,0.0,419,57.5,47.7,0.7,8,LOW
11,2,0,Urban,Clear,17.3,0.0,365,41.7,31.4,1.0,15,LOW
18,0,0,Urban,Clear,35.6,0.0,829,40.9,8.0,14.9,79,HIGH
1,2,0,Highway,Clear,33.6,0.0,248,91.4,83.4,0.0,12,LOW
16,1,0,Arterial,Clear,36.2,0.0,1016,56.2,23.6,18.5,75,HIGH
10,6,1,Arterial,Rain,21.7,9.2,273,62.7,48.8,0.4,30,LOW
10,1,0,Arterial,Clear,25.2,0.0,1721,56.9,13.2,32.0,96,HIGH
20,6,1,Highway,Clear,17.6,0.0,684,87.4,73.4,1.1,33,LOW
15,2,0,Urban,Clear,17.0,0.0,440,40.3,30.8,0.4,32,LOW
1,3,0,Arterial,Clear,24.0,0.0,387,64.6,59.1,1.8,11,LOW
1,1,0,Arterial,Rain,31.3,10.49,400,55.2,41.8,0.7,30,LOW
22,2,0,Arterial,Clear,25.1,0.0,261,56.0,55.1,0.4,23,LOW
7,0,0,Arterial,Clear,23.3,0.0,298,52.1,50.8,2.4,28,LOW
12,2,0,Urban,Clear,30.4,0.0,618,41.5,24.3,8.4,48,MEDIUM
9,2,0,Arterial,Rain,10.0,3.89,1196,58.7,16.5,30.3,91,HIGH
7,4,0,Highway,Clear,24.2,0.0,334,92.1,91.2,1.6,11,LOW
3,1,0,Highway,Clear,30.4,0.0,277,91.7,87.4,1.0,31,LOW
14,3,0,Urban,Clear,25.2,0.0,545,42.4,26.5,8.7,64,MEDIUM
0,3,0,Arterial,Clear,37.1,0.0,390,60.0,51.1,1.3,8,LOW
10,4,0,Urban,Clear,23.4,0.0,1200,37.9,8.0,31.1,90,HIGH
6,6,1,Highway,Clear,23.9,0.0,437,91.2,87.7,1.0,24,LOW
16,5,1,Highway,Clear,21.1,0.0,1506,92.1,41.5,27.5,93,HIGH
19,6,1,Highway,Clear,22.7,0.0,1725,88.3,25.3,32.8,97,HIGH
23,3,0,Arterial,Clear,29.9,0.0,324,60.4,57.2,0.7,22,LOW
17,2,0,Arterial,Clear,33.7,0.0,1394,54.6,10.1,14.6,83,HIGH
21,4,0,Highway,Clear,43.1,0.0,754,83.6,71.9,1.1,12,LOW
21,0,0,Arterial,Clear,32.0,0.0,303,53.4,48.5,2.2,10,LOW
11,1,0,Arterial,Clear,19.8,0.0,1057,61.2,24.3,30.9,96,HIGH
8,1,0,Highway,Rain,36.7,1.85,1585,93.7,34.6,28.6,80,HIGH
4,1,0,Arterial,Clear,31.4,0.0,334,54.3,53.1,0.0,19,LOW
9,2,0,Arterial,Clear,28.2,0.0,1097,60.6,22.6,24.9,79,HIGH
3,0,0,Highway,Clear,35.5,0.0,460,92.2,86.1,0.6,34,LOW
4,4,0,Highway,Clear,44.6,0.0,624,88.0,77.0,1.1,29,LOW
9,4,0,Highway,Clear,26.7,0.0,2450,98.0,18.5,17.7,75,HIGH
10,1,0,Arterial,Clear,22.2,0.0,1541,54.2,8.0,30.2,95,HIGH
20,0,0,Urban,Clear,37.3,0.0,1200,38.9,8.0,15.9,83,HIGH
23,0,0,Arterial,Fog,46.6,0.24,346,48.4,38.2,1.1,35,LOW
9,0,0,Highway,Clear,29.0,0.0,2116,91.7,12.8,13.9,82,HIGH
7,3,0,Urban,Clear,28.2,0.0,145,37.8,35.5,2.3,14,LOW
1,3,0,Urban,Fog,29.2,0.33,213,34.1,21.3,9.0,40,MEDIUM
22,1,0,Arterial,Clear,31.1,0.0,329,62.4,56.4,0.2,23,LOW
7,0,0,Urban,Rain,18.1,6.06,168,39.5,32.1,0.0,12,LOW
15,5,1,Arterial,Clear,30.1,0.0,885,58.8,34.4,4.7,63,MEDIUM
21,0,0,Arterial,Clear,29.9,0.0,351,64.5,57.2,0.3,29,LOW
4,4,0,Arterial,Clear,29.5,0.0,379,56.9,52.3,1.1,31,LOW
2,4,0,Arterial,Fog,29.2,0.19,522,62.6,40.1,8.6,59,MEDIUM
11,1,0,Highway,Fog,28.7,0.46,1453,93.9,38.3,24.3,95,HIGH
12,5,1,Urban,Clear,13.3,0.0,634,38.3,24.5,4.4,61,MEDIUM
12,0,0,Urban,Clear,23.0,0.0,729,40.0,11.7,22.5,85,HIGH
9,6,1,Arterial,Clear,34.0,0.0,452,66.7,59.0,0.9,20,LOW
3,5,1,Highway,Clear,35.6,0.0,662,85.0,72.3,0.0,23,LOW
8,1,0,Highway,Rain,25.0,1.37,1574,92.8,30.4,34.0,77,HIGH
21,4,0,Highway,Clear,21.3,0.0,386,90.3,83.1,2.0,32,LOW
23,6,1,Highway,Clear,33.0,0.0,739,96.4,79.9,1.2,30,LOW
22,4,0,Arterial,Fog,29.9,0.27,367,59.9,42.6,9.7,63,MEDIUM
1,3,0,Urban,Fog,27.1,0.48,231,42.1,32.2,0.0,8,LOW
18,1,0,Highway,Clear,34.0,0.0,2391,82.0,15.8,25.1,75,HIGH
0,1,0,Highway,Clear,19.7,0.0,343,79.3,75.8,2.0,32,LOW
6,0,0,Arterial,Storm,36.1,29.84,189,55.8,33.9,6.6,51,MEDIUM
16,0,0,Highway,Clear,17.5,0.0,1065,87.8,63.7,5.2,63,MEDIUM
2,3,0,Urban,Clear,22.2,0.0,384,38.9,30.1,1.4,26,LOW
19,6,1,Highway,Clear,20.7,0.0,1219,95.5,61.4,7.8,45,MEDIUM
19,2,0,Highway,Fog,23.9,0.35,1873,88.0,14.5,33.4,90,HIGH
20,5,1,Highway,Clear,30.1,0.0,869,90.1,72.9,1.0,37,LOW
2,2,0,Highway,Clear,32.7,0.0,372,90.7,88.4,1.0,37,LOW
2,2,0,Arterial,Clear,27.4,0.0,481,57.5,48.0,2.3,32,LOW
16,1,0,Highway,Fog,19.1,0.16,1578,89.9,28.9,14.4,79,HIGH
6,5,1,Arterial,Rain,14.0,0.87,290,64.2,48.4,1.3,31,LOW
13,1,0,Arterial,Rain,33.9,0.29,1005,61.2,25.2,19.6,79,HIGH
16,5,1,Highway,Clear,33.1,0.0,1306,93.0,55.9,6.7,63,MEDIUM
17,4,0,Highway,Fog,35.5,0.35,1520,91.7,32.6,16.2,73,HIGH
12,1,0,Arterial,Rain,27.1,2.45,689,66.6,44.6,6.8,59,MEDIUM
19,1,0,Arterial,Rain,32.7,2.97,1451,55.8,8.6,26.4,76,HIGH
19,1,0,Urban,Storm,23.5,8.39,910,47.5,8.0,20.2,80,HIGH
20,6,1,Highway,Clear,31.4,0.0,610,95.0,87.3,2.1,27,LOW
17,3,0,Highway,Clear,24.6,0.0,2451,95.9,16.3,14.1,95,HIGH
3,1,0,Highway,Fog,22.3,0.24,286,96.5,68.1,6.8,52,MEDIUM
0,0,0,Arterial,Rain,29.6,2.96,478,64.1,46.7,9.1,52,MEDIUM
17,0,0,Arterial,Clear,29.3,0.0,1505,54.8,8.2,30.7,96,HIGH
0,5,1,Urban,Clear,34.4,0.0,209,36.6,34.7,0.0,34,LOW
12,4,0,Arterial,Clear,19.0,0.0,1084,62.8,24.2,24.7,97,HIGH
19,3,0,Highway,Clear,34.5,0.0,2700,92.9,12.2,16.7,87,HIGH
19,6,1,Arterial,Clear,28.9,0.0,961,63.5,32.6,5.1,49,MEDIUM
22,5,1,Urban,Fog,35.5,0.46,156,40.1,26.9,6.4,60,MEDIUM
9,0,0,Highway,Clear,35.4,0.0,2140,83.4,12.6,25.2,73,HIGH
10,3,0,Arterial,Clear,11.0,0.0,972,59.6,33.2,5.7,59,MEDIUM
8,3,0,Urban,Clear,35.3,0.0,1161,42.2,8.0,21.0,70,HIGH
8,4,0,Arterial,Clear,35.7,0.0,1240,59.0,11.9,14.0,74,HIGH
4,3,0,Arterial,Clear,19.2,0.0,180,60.0,59.2,0.4,13,LOW
0,1,0,Highway,Clear,17.1,0.0,366,90.2,86.5,1.3,26,LOW
16,3,0,Arterial,Clear,33.4,0.0,842,57.9,36.3,7.7,48,MEDIUM
21,4,0,Highway,Clear,28.8,0.0,722,85.9,74.4,0.4,14,LOW
1,5,1,Arterial,Clear,23.5,0.0,515,68.4,58.5,1.7,13,LOW
23,4,0,Highway,Clear,38.1,0.0,604,97.8,88.2,2.1,30,LOW
12,6,1,Urban,Clear,30.1,0.0,573,43.2,26.3,9.2,44,MEDIUM
8,4,0,Urban,Clear,13.4,0.0,799,41.2,8.0,30.8,84,HIGH
3,0,0,Arterial,Fog,20.9,0.01,242,56.0,41.2,7.3,66,MEDIUM
4,1,0,Highway,Clear,35.3,0.0,343,94.4,92.5,0.9,18,LOW
10,0,0,Highway,Rain,28.3,5.66,1600,95.6,33.5,24.7,74,HIGH
23,5,1,Urban,Clear,23.0,0.0,375,39.0,31.1,1.3,27,LOW
18,2,0,Arterial,Rain,31.2,1.73,1364,55.7,8.9,20.8,82,HIGH
20,5,1,Arterial,Clear,23.7,0.0,554,61.7,48.9,0.2,37,LOW
2,1,0,Highway,Clear,19.3,0.0,379,95.3,92.9,0.0,24,LOW
11,3,0,Arterial,Clear,35.1,0.0,837,57.4,35.0,4.7,57,MEDIUM
18,4,0,Arterial,Clear,36.2,0.0,1481,62.1,8.6,17.1,78,HIGH
18,2,0,Arterial,Clear,31.4,0.0,1800,56.4,9.7,16.7,96,HIGH
12,1,0,Arterial,Clear,17.3,0.0,1072,55.5,22.9,29.1,88,HIGH
6,0,0,Urban,Fog,41.0,0.37,167,40.6,27.7,6.5,59,MEDIUM
14,4,0,Highway,Clear,40.7,0.0,1264,85.9,53.1,7.8,62,MEDIUM
22,5,1,Highway,Clear,36.9,0.0,324,92.2,87.1,0.0,21,LOW
6,0,0,Arterial,Clear,30.1,0.0,391,53.5,50.3,1.1,16,LOW
7,1,0,Highway,Fog,28.6,0.47,607,85.7,57.3,4.3,59,MEDIUM
4,1,0,Urban,Clear,31.1,0.0,182,43.1,41.8,2.2,30,LOW
20,5,1,Arterial,Clear,20.0,0.0,381,62.8,53.6,0.5,31,LOW
13,2,0,Urban,Clear,24.2,0.0,436,41.3,33.2,2.5,26,LOW
3,5,1,Arterial,Clear,23.9,0.0,172,58.2,55.6,2.3,28,LOW
22,3,0,Highway,Rain,32.3,1.28,614,90.1,73.0,1.7,26,LOW
9,0,0,Highway,Rain,29.7,0.33,2285,88.9,12.9,29.7,75,HIGH
19,2,0,Urban,Clear,21.3,0.0,964,47.0,8.0,24.7,97,HIGH
14,4,0,Highway,Clear,16.9,0.0,1586,91.6,37.6,17.0,79,HIGH
17,6,1,Arterial,Clear,30.5,0.0,864,56.9,33.3,7.2,53,MEDIUM
19,3,0,Urban,Clear,20.6,0.0,569,39.8,24.6,9.0,44,MEDIUM
12,2,0,Highway,Clear,19.2,0.0,992,81.6,64.2,1.7,31,LOW
7,6,1,Highway,Clear,42.7,0.0,482,80.5,69.9,1.6,9,LOW
8,6,1,Arterial,Clear,44.2,0.0,444,65.9,58.9,1.7,12,LOW
15,0,0,Urban,Rain,24.9,0.93,570,40.8,21.8,4.1,49,MEDIUM
18,1,0,Highway,Clear,15.2,0.0,2020,87.7,12.1,16.7,83,HIGH
15,4,0,Urban,Storm,36.5,4.51,623,39.9,13.3,17.9,88,HIGH
6,5,1,Arterial,Rain,30.4,4.74,441,59.6,43.5,5.0,44,MEDIUM
13,0,0,Urban,Rain,33.4,0.22,723,40.2,12.0,19.9,74,HIGH
13,3,0,Highway,Clear,23.6,0.0,1209,95.7,60.8,7.3,43,MEDIUM
3,6,1,Highway,Fog,20.7,0.03,412,92.7,68.3,7.7,43,MEDIUM
14,3,0,Urban,Rain,26.3,4.14,455,38.8,27.2,6.9,49,MEDIUM
2,6,1,Urban,Clear,29.2,0.0,147,34.8,31.9,1.2,17,LOW
4,1,0,Arterial,Clear,22.9,0.0,443,56.0,48.6,0.8,26,LOW
